,Beer,Combined_Rating,Review
654,120 Minute IPA,1.0,"This is in no way an ""ipa"". It's false advertisement and a horrible beer product for $11-12 per bottle. It's all hype/gimmick. It's not satisfying at all. It's over the top in the worst way. Should be discontinued."
655,120 Minute IPA,4.73,The 2022 version is the best iteration of this beer that I've had. The hops and malt are in perfect balance for an imperial IPA.
656,120 Minute IPA,4.46,
657,120 Minute IPA,4.15,"There is no rational reason to have more than one of these per occasion. So, one brown twelve ounce bottle has been emptied into a clear pint glass. Almost no head was produced and it vanished almost instantaneously. Forget about the head, because the brew is beautiful, anyway. It's bright copper-amber and it's on the translucent side. Malt is the predominant smell, with hints of alcohol and hops. Of course, there's an alcoholic aspect to the taste that's too big to ignore. After all, the ABV here is an incredible 18 percent. Considering that, this tastes so much better than some that are less potent, but taste like a shot of whisky was dropped into the beer. This is malty in the Scottish Ale way, sweetly and with a kick. The hops are there for some counterbalance and they add an enjoyable extra layer of taste. But, this is malt and alcohol driven. It's good for what it is, an attempt at making an incredibly high ABV brew that tastes good. To that point, this is a success, for others in this range almost never taste this good. But for most beer drinkers, even those that can enjoy an Imperial IPA or stout in the 8-10% ABV range, this is a little much. There reaches a point when this much alcohol reduces the beer drinking experience and this might be it."
658,120 Minute IPA,4.54,
659,120 Minute IPA,4.25,
660,Guinness Draught,3.66,
661,Guinness Draught,3.75,
662,Guinness Draught,5.0,
663,Guinness Draught,2.33,
664,Guinness Draught,4.54,
665,Guinness Draught,3.5,
666,Guinness Draught,4.29,
667,Guinness Draught,3.29,
668,Guinness Draught,5.0,"Why didn't I try this sooner? Poured into a Guinness glass, it was a peaceful moment watching the bubbles settle. First sip, bitter like a good coffee and dark chocolate. Smelled of roasted coffee beans. Rich in flavor, mouthfeel creamy and smooth. Not heavy, easy on the stomach. It was so good, I had another. One day, I'll enjoy a proper pour, until then, this is a staple in the fridge."
669,Guinness Draught,5.0,
670,Guinness Draught,4.2,The nitro draught in a can is the best version not from a tap and is in regular rotation at my house particularly during the colder months. I don't really like the heaviness or bitterness of other stouts and dislike the sweetness of porters but this version Guinness is very smooth and clean tasting.
671,Guinness Draught,5.0,
672,Guinness Draught,4.25,
673,Guinness Draught,4.68,"Amazing beer when from draft of a can, less so from a bottle but still solid."
674,Guinness Draught,4.68,Love it no other words
675,Guinness Draught,5.0,
676,Guinness Draught,5.0,"Pint in The Long Haul, Dublin. Decided to base my rating off the better pints I have had(of many!). At it's best it's unrivalled. Creamy, bitter, dry. Pure heaven."
677,Guinness Draught,2.88,
678,Guinness Draught,3.75,
679,Guinness Draught,3.77,"Appearance: Served from both a 14.9 nitro can and, more impressively, a tap/keg poured into a chilled Guinness pint glass. The tap/keg service, in particular, accentuates the beer's visual appeal. It presents an even more impressive creamy head that intriguingly billows down to the bottom of the glass, a spectacle that is delightfully captivating. After a 90 second wait, the drinking begins. Whether from the can or tap, the beverage exhibits heavy lacing and a long-lasting head. However, the visual drama of the pour is distinctly amplified when served from the tap.

Scent: The nose is greeted by the aromas of roasted barley and coffee.

Taste: The flavor profile carries over the scents of roasted barley and coffee, but also introduces notes of chocolate, fruity yeast, and a gentle hop presence to maintain freshness. Though not complex, it is extremely well-balanced. Despite a low grain bill, the fruitiness of the yeast and the smoothness provided by the nitro infusion alleviate any harshness from the roasted barley. The beer is surprisingly easy to drink.

Mouthfeel: The upfront creaminess from the nitro-infused head contrasts nicely with the light and slightly watery texture due to the low grain bill. This brew is easy to drink, refreshingly light, and quite popular in warm-climate countries.

Overall: This is a well-crafted light stout that is not only refreshing but also sessionable. It has become my go-to beer for St. Patrick's Day and beyond, given the nitro's gentleness on the lower urinary tract symptoms (LUTS). Indeed, Guinness seems to be onto something - I might start finishing some of my homebrews on nitro.

This light stout's low grain profile can lead to variable harshness of flavor if not consumed fresh. Guinness on Tap/Keg presents a superior taste and creamier feel, featuring the nitro/carbonation twang without the excess harshness of the roasted barley, which can come off as an ""ashtray"" taste in cans. Think of it like the difference between freshly brewed coffee (on tap) and coffee that's been sitting on heat for a while (cans).

Overall scores:
Nitro Can: 3.25
On Tap/Keg: 4.00"
680,Duvel,4.43,
681,Duvel,4.63,
682,Duvel,5.0,
683,Duvel,4.13,
684,Duvel,4.5,
685,Duvel,4.25,"It certainly does kick up a generous white head of foam over a clear golden ale. Nose is good. First sip is tart, a little bitter but holds your interest. Overall taste is on the lighter side and more refreshing than I thought it would be. Would definitely try again."
686,Duvel,4.58,
687,Duvel,4.1,"Pours a straw yellow. Lots of foam, and that high carbonation carries into the bubbly mouthfeel. It's a light Belgian, the herbs are light but interesting. Grapefruit rind and lightly bitter. Great for summer."
688,Duvel,4.71,
689,Duvel,4.21,
690,Duvel,4.0,
691,Duvel,3.75,
692,Duvel,3.97,
693,Duvel,3.71,
694,Duvel,4.22,
695,Duvel,3.51,"Re reviewing, after more beer drinking experience. All Duvel creations will always get a 5 for appearance.

Aroma is a little musky and fizzy malt, almost some banana like a wheat beer. Not my favourite aroma, I prefer more hops.

Taste is much much better than the aroma. So much yeastiness and different flavours and aromas. This is unpasteurized for sure. Pasteurization destroys every beer. Bitterness dominates, followed by a foamy hit that explodes on the tongue and wriggles down the throat, into the stomach. You can feel it as it continues it's journey.

The taste relies primarily on malt, without that much noticeble hops. It has a slight hint of being overtly fermented. A feeling that you will have a really bad headache the next day. Other beers don't give me this feeling. I would not want to drink this every day. Where as a West Coast IPA, I would be happy to drink 10 a day. If I could find 10 a day.

I much prefer the Equinox, but it's still good. But it's not as good as many West Coast IPA's or even a Chouffe IPA. This doesn't come close. It's one of the best commercial beers in the world for sure. But it needs more hops ; )"
696,Duvel,4.19,"Classic for a reason. Consistently good double blonde. fragrant and fresh, aromatic ale. Classic"
697,Duvel,5.0,"Unlike the flowery full of platitudes, self aggrandizing, pandering, and slightly too ""elegant"" (if you know what I mean) puffy reviews, I will sum up this beer as THE BOMB. MINT. F'ing GREAT!"
698,Duvel,5.0,"The best beer in the world with a beautiful ""bubbles coming up"" appearance thanks to the scratch at the bottom of the typical Duvel glass."
699,Duvel,4.34,"330ml. bottle in Mae Kasa, Thailand. Pours a slightly hazy golden yellow with a retentive white head. Aroma of yeast, malt, hops. Flavour yeasty and malty with a sourness and bitterness to the finish that is attractive. Carbonation fairly high and slightly acidic but the high alcohol content is not overwhelming."
700,Imperial Russian Stout,4.66,"beautiful beer: taste, smell"
701,Imperial Russian Stout,4.35,
702,Imperial Russian Stout,3.21,"I thought this beer was nasty but damn it sure is beautiful in the glass.
Syrupy boozy whiskey barrel (or wine?)
Beautiful cut with a knife thick long lasting dark head."
703,Imperial Russian Stout,4.25,
704,Imperial Russian Stout,4.53,
705,Imperial Russian Stout,4.4,"Stone Imperial Russian Stout pours a deep, dark black, with a 2 finger dark tan head perched above. nicely carbonated and beautifully laced, this beer is a visual treat for stout lovers. As bold as the beer looks, the nose is surprisingly muted, but I do detect coffee, chocolate, and malt in equal measure, which is reassuring. The taste is bounces right back to the boldness of the look, and is complex. Coffee, chocolate and malt notes are there, but hops push right in. This is one of the hoppiest imperial Russian stouts I have ever had, and I find that amazingly appealing. As you swallow, a fully rounded sweet aftertaste arises... bold, like molasses. This brews' balancing act of coffee, chocolate, malt, hops, and molasses is artfully composed, and unique. Each flavor stands out, and taken as a whole, this is a fascinating brew. I have been wondering for a decade why everyone speaks lovingly of Stone Imperial Russian Stout, and now that I have tried it, I believe the rave reviews I have read are all fully justified. What can I say? I WILL be stocking up!"
706,Imperial Russian Stout,4.31,"A jet black pour produces a deep tan, creamy head. Lacing is streams and spots with varying stickiness. Feel is pretty aggressively bitter, fitting in with Stone's reputation but it has the effect of roughing up the nearly full body of the beer for me. Aromas open with chocolate and coffee emphasized in the dark malts, with the piney hops starting to play in as the beer warms up. Bitterness is up front in the taste, seeming at first coming from the hops, but the roasted notes of coffee, hiagh-cacao dark choclate, and even a little campfire ember combine and take over by mid-taste. Carbonation level is nice, keeping the dark malt richness from weighing down each sip too much."
707,Imperial Russian Stout,4.5,
708,Imperial Russian Stout,4.32,"Haven’t had this in a very long time. Found it on draft in Dallas. 

Poured into a snifter. Absolutely beautiful beer. Dark brown color with a gorgeous brown head and excellent curtain lacing. Smell and taste of dark chocolate and burnt rye toast. Licorice and dark berries. Bold bitter finish. Dry and old school. Very nice!"
709,Imperial Russian Stout,3.53,"Can. Certainly fits promotional description and some of the recent reviews. Very dark, black, lots of head, dry bitter chocolate and coffee taste. One reviewer compared it to soy sauce which I can see. Apparently a top selection of this style which I don’t seem to resonate to. My ratings reflect my preferences, would omit if I could. I think I like sweeter stouts like Oatmeal Stout better, and those with caramel notes or less bitterness."
710,Imperial Russian Stout,3.81,"Pours black with a little head. The aroma is dark malts, maybe some vanilla and hops. The taste is citrus hops, dark malts, licorice, some bitterness with a little bit of vanilla and a tad bit like soy sauce. This is an OK stout but drinks somewhat like a strong black ipa and I’d just prefer having one of those over this. Now the Espresso IRS was something special but this is a one and doner and I did have a higher opinion when I had it a few years back but many good stouts later my palette has probably shifted as it has with other beers as well, cheers!"
711,Imperial Russian Stout,4.67,
712,Imperial Russian Stout,4.17,"Canned 10/2022 (4 months ago)

Appearance: Pours a completely dark, black color with a massive dark tan head. SRM of 23-24. (4.25)

Aroma: Strong aromas of dark chocolate, cocoa, some bitter coffee roast underneath. Somewhat dry.

Flavor: Strong and rich flavors of dark chocolate, cocoa, some vanilla, dark fruit, light espresso roast. Yeasty in the middle and ultimately finishes with lingering dark chocolate notes.

Feel: Medium-bodied, strong carbonation. Somewhat clean on the palate. Surprisingly dry.

Compared to Sierra Nevada Narwal 2/2023: Pours similar with a larger head. Milder aromas. More dark chocolate and roast. Less pine. More of a roasty bitterness with less pine.

Compared to North Coast Old Rasputin 3/2023: Pours similar, darker head. Stronger aromas. More Dark chocolate, and bitter pine. Less bittersweet chocolate, English black malt and cream. Darker, heavier, and more bitter pine. 

Overall: A very-well made Russian Imperial Stout. Dark chocolate, coffee roast, yeasty, yet incredibly dry and drinkable. The drinkability and dryness is the key here and how it hides the alcohol. Only this one and Old Raspy are the two that I've had that can do this. This may be a close second to Old Raspy. (Rating: 4.17+)"
713,Imperial Russian Stout,4.28,
714,Imperial Russian Stout,4.46,
715,Imperial Russian Stout,3.93,"Never rated the original legend, and I will not bore everyone with my history. Looks like stout, aroma (this is canned, which kills aroma, and I hate, 99% of the time, cans). Taste, bitter chocolate, black currant (I'll buy that, If I knew what it was), molasses (slightly, I've had better), no coffee whatsoever. Hugely malted, smooth, satisfying, but thin. Massive beer, but I much prefer the old days $6 an bomber for this, and at $19 a six pack, no need to have again. One and done, the pathetic state of craft beer these days ..."
716,Imperial Russian Stout,4.0,"I do really enjoy this one. It's just plain good, not really mind-blowing but satisfying enough and good for the style. Idk why they removed the word ""Russian"" from the name for this re-release, I mean I can assume why but it's silly when you know the history of the style. Anyways I agree they shouldn't have taken this away. I know they're known as an ipa brewery but I've genuinely enjoyed their other beers as well"
717,Imperial Russian Stout,4.72,
718,Imperial Russian Stout,3.18,
719,Imperial Russian Stout,4.31,
720,Bleue (Blue),4.5,"On tap! At STK in Disney Springs. Goblet pour.

I’m in a nighttime restaurant, so… it’s dark, creamy off white cap, lots of lacing.

Sweet malt. Lots of dark fruit; raisins, plums, and figs.

Cream, maple brown sugar, and all of the dark fruit flavors.

Near full body. Smooth malt, molasses, and fermented fruits. Rich and alcoholic.

So smooth that it tunes down the ABV."
721,Bleue (Blue),4.68,
722,Bleue (Blue),4.03,
723,Bleue (Blue),8.46,
724,Bleue (Blue),5.0,"Only one word: perfect.
Highly recommend drink in Chimay glass cup"
725,Bleue (Blue),2.0,
726,Bleue (Blue),4.74,
727,Bleue (Blue),5.0,"I love Belgian beers and this one is my favorite! A pure masterclass on what a Belgian beer should be. Rochefort 8 is close, but Chimay Blue is the standard of excellence. To me this style is slightly better than quads, dubbels, and trippels. Chimay Blue is my go-to for a tasty treat when I'm at good beer bars that carry it"
728,Bleue (Blue),4.25,
729,Bleue (Blue),4.74,"So, this review may not be wholly representative. 

2000 bottle of Chimay Blue plucked from the depths of Cafe Kulminator by Leen. 

Bottle is appropriately dusty and the cap is scratched, but fully intact including the seal beneath. 

The beer pour a deep burgundy red almost impenetrable by the lighting here It js still clear and clean. 

The bottom of the bottle has a ring of sediment that goes unmoved even as the bottle is tilted past 90 degrees to the horizontal. Amazing. 

Carbonation is still full, but very soft. A thin 1/3” head persisted until my first taste. It can be regenerated with swirling. 

Nose is that off a well aged beer: lots of malt with a hint of wet basement. Light floral notes persist. 

This beer is amazingly smooth. Everything blends together well and there’s bo hint of the ABV. Malt and Belgian yeast dominate. This is from before the time when Chimay changed out their fermenters. 

Compared to a fresh bottle, this is something else entirely. They are related, but distinctly different; a testament to Dirk and Leen’s care and attention. 

There are few places that revere Chimay like Kulminator. You would do well to visit and try some. Better yet, come with a small group (3) and try a multi-decade vertical. 

Enjoy it while you can. These bottles and bars are ever more limited."
730,Bleue (Blue),4.76,"Ruby-brown. Fizzy, yet creamy head. Great head retention. Sweet, cherry candy, fruity aroma. Some spice aroma. Toffee, tobacco, brown sugar, molasses. Creamy, somewhat heavy mouthfeel. Amazing, complex beer."
731,Bleue (Blue),4.75,
732,Bleue (Blue),4.85,"Malty, toasty, roasty, not too hoppy, not too sweet, but enough sweetness to balance the roasty malts. 9% but not ""hot"". Unbelievable complexity. Shifts flavors in the way only fermented foods can. Different notes come out with every sip: dried fruit, molasses, bread, chocolate, honey, spices, graham crackers, balsamic vinegar. This is top-tier for me."
733,Bleue (Blue),4.51,June 2023. Hartwell. Always a solid beer.
734,Bleue (Blue),4.38,"Pours a deep, dark brown with a 2"" toasted marshmallow head that has serious retention and lacing. Nose is sweet raisin, baked brown bread, clove and baking spice, toasted brown sugar and molasses, apple cider, gingerbread. Unlike many in the style, the raisin notes isn't overly sweet or treacly, but instead is very well balanced. Taste is similarly balanced - dark fruit (prunes, dark cherries), pumpernickel bread, and a surprising amount of earthy hop. The hop element keeps things from becoming overly sweet, and as a result, its surprisingly drinkable at 9%. There is a big alcohol kick on the palate, but it isn't overwhelming. Finish is more hop, keeping things pretty tannic, and some grassiness. Mouthfeel is on the lighter side for the ABV and with small, champagne-like carbonation."
735,Bleue (Blue),4.6,
736,Bleue (Blue),3.83,Poured from a bottle into a snifter. Bready aroma. I like the flavor of this beer however the high carbonation mouthfeel is something I'm really not crazy about.
737,Bleue (Blue),4.04,"330ml. bottle in Vientiane, Laos. Pours a dark brown with a medium foamy head. Aroma of dark fruits, caramel, malt, floral. Taste of malts, yeast, plums. Strong alcohol notes with a bitter finish but not overpowering."
738,Bleue (Blue),4.7,
739,Bleue (Blue),4.25,
740,Dirty Bastard,4.25,
741,Dirty Bastard,4.0,Strong dark fruit flavors with roasted bitterness.
742,Dirty Bastard,3.73,"Interesting flavor, but I might be a wee lad. Wonder how this'd pair with a glass of Scotch whisky; I think it'd go well, probably."
743,Dirty Bastard,2.93,"real thick hazy caramel color with some stained fizz, head all plump like a biscuit. it doesn't smell like much to me right now, but my nose is a tad stuffy. tastes like... the left side of a boot sole? you can really see what they mean by Dirty Bastard, it's heavy and strong and it hits you hard with those delayed hops but i dunno... founders historically hasnt done a lot for me and i cant say that the dirty bastard changed my mind. reminds me of a post christmas december evening, right when its really starting to snow and you get home from work after dark and youre a little glum from the holiday season being over, and then you notice that the wet snow has soaked into your parka. i would say that Wet Snow in Clothes is the best descriptor for this one (not entirely bad)"
744,Dirty Bastard,4.5,"I’m reviewing this for the style of dark thick string beer which this is. It’s resinous and sticky and thick and taste like caramel raisins. If I wanted to sip a darker thick boy of a beer slowly this is great. 

I usually like to throw back beers though so I probably won’t be drinking this one too often. But it’s a great beer I’d have at a restaurant if I only wanted to order one. This would pair well with a juicy steak."
745,Dirty Bastard,3.79,"Early rating was a bit rough. A much better beer non-refrigerated. I do get some of the peat-y taste, more of the alcohol at the bottom. Refriged, it had like zero smell or body. I'm enjoying it much better, getting more of the taste, at room temp."
746,Dirty Bastard,4.04,"On tap at the brewery.

Appearance: Medium dark brown, very small light tan head that lingered, leaving some lacing.

Nose: A little peat, a bit of cooked sugar sweetness.

Mouthfeel: Smooth, medium heavy, adequate carbonation.

Attack: Toasted malt, light sweetness.

Finish: Balancing bitterness.

Overall: A very good Scotch Ale. Doesn’t have quite the bang of the barrel-aged Backwoods, but solid."
747,Dirty Bastard,3.94,
748,Dirty Bastard,4.23,
749,Dirty Bastard,4.1,"A- Awesome. Rich mahogany, brownish head, espresso

S-toasted malt reminiscent of a brown ale, dark fruit, dates, iron 

T- toffee, rich malt character, candied fruit, leather 

M good

O- rich, nuanced, light a quad and a barley wine had a bastard baby. Very good"
750,Dirty Bastard,4.75,
751,Dirty Bastard,2.66,
752,Dirty Bastard,4.5,"I have had a few other Scotch Ales and they tended to be heavier and sweeter. This one pour amber-dark and has a nice head. It smells of malt and a bit of alcohol. The flavor is spot on, one of the best Scotch Ales I have ever tried. If you are looking for one of the best Scotch Ales, this is it."
753,Dirty Bastard,4.0,
754,Dirty Bastard,4.1,
755,Dirty Bastard,3.95,
756,Dirty Bastard,4.36,
757,Dirty Bastard,4.65,"One of my favorites for cool or cold days. The taste is caramel. Warms me up inside.
Would love to have it on tap, but for now in North Texas, the bottle is all I have. I can find it in most stores."
758,Dirty Bastard,3.68,"Look: Dark red, 1 finger head

Smell: Toffee with a hint of malt

Taste: Tasty. Sweet, not what I was expecting at all but it’s super good

Feel: Lingers in your mouth for a minute

Overall: Very good! Very surprising beer"
759,Dirty Bastard,3.89,"Year-Round Release - 6 pack
12 oz. bottle dated 01.12.23 - 8.5% ABV / 50 IBU
Brewed and bottled in Grand Rapids, MI
Poured into a Bell's branded nonic pint glass

Look - Pours a thick and fluffy tan colored head that leaves lacing. Slightly clear, dark reddish amber appearance.
Smell - The scent is sweet toffee, roasted malt, caramel, dark cherry. No scent of alcohol.
Taste - The taste follows the nose with sweet toffee being the most dominate. Not really getting any hop taste other than a slight bitterness in the aftertaste. The alcohol is undetectable.
Feel - Medium bodied with a crisp mouthfeel and finishes very dry.
Overall - The sweet toffee flavor kinda borders on overpowering, making this pretty unbalanced and almost cloyingly sweet."
760,Samuel Adams Octoberfest,4.32,I liked it. Buy more.
761,Samuel Adams Octoberfest,4.42,
762,Samuel Adams Octoberfest,3.94,"Sam Adams Octoberfest Märzen, 5.3% ABV. Pours clearish brown with a half-finger off-white head. Nose is malty and bready. Taste follows, slightly sweet, equally bitter. A bit over-carbonated, overall very good."
763,Samuel Adams Octoberfest,3.64,
764,Samuel Adams Octoberfest,3.16,"I so wanted to enjoy this beer. It’s a personal preference, but I was turned off by the roasted malt flavor."
765,Samuel Adams Octoberfest,4.11,"A malty rendition of the Marzen Oktoberfest style, slightly sweeter than the rest of this field, which is fine by me. Samuel Adams might be one of the larger breweries, but they do a good job with crafting this one!"
766,Samuel Adams Octoberfest,4.04,
767,Samuel Adams Octoberfest,3.77,
768,Samuel Adams Octoberfest,3.75,
769,Samuel Adams Octoberfest,5.0,"Beautiful dark amber color, wunderbar aroma, very sweet and delicious!

Style: Märzen | Tap/Can/Bottle: Bottle | Abv: 5.3% | Rating: 5"
770,Samuel Adams Octoberfest,4.33,
771,Samuel Adams Octoberfest,3.58,
772,Samuel Adams Octoberfest,3.07,"12oz bottle pours a clear, light amber-orange color with a dense and thick tan-colored head that fades down at a moderate rate before disappearing. Smells of toasted malts and bread. Taste is the standard caramel, toasted malts, hearty bread notes, slight sweetness, and some grassy hop flavor, but the flavor seems to disappear into a watery finish surprisingly fast. Small hop bitterness that closes the beer and forms most of the aftertaste. Medium body with a moderate carbonation mouthfeel and that out-of-place watery feel.

This would have been a fairly solid Märzen, but that watery feeling really holds it back. Won't buy again."
773,Samuel Adams Octoberfest,3.3,"Sam Adams used to make a good Oktoberfest beer, which is not hard to do. The marzen style is pretty easy to nail. Unfortunately, it appears that they've watered down their marzen just as they watered down their Boston lager recently. It's still a very drinkable beer and would be rated much higher as a pils or a dark lager. But there is virtually no hint of the marzen style in this beer."
774,Samuel Adams Octoberfest,4.52,
775,Samuel Adams Octoberfest,3.6,"It's kind of disappointing that Sam Adams cannot put together a better Octoberfest than this .... Mine was from a bottle, poured flat, smelled pretty decent and certainly tastes like a fast beer .... Sam Adams is sponsoring the Cincinnati Octoberfest, the second largest in the world. They can do better."
776,Samuel Adams Octoberfest,3.77,"When I start seeing SA Octoberfest in the shelves I know fall is just around the corner. Good go-to beer for the autumn. Easy to find, reasonably priced. Great fall session crushable beer. Won’t blow your mind but will satisfy you."
777,Samuel Adams Octoberfest,3.28,"Been in the mood for some Oktoberfest beer. Sam Adams is okay. Not great, but okay. Like alot of craft beer it seems to me they all pretty much taste like they were made, with among other things, charcoal as one of the ingredients. Tears up my stomach. Country Boy Oktoberfest is the best I've sampled thus far, but my goodness a 6-pack of 12-ounce cans is $14. Too damn expensive. Why the hell craft breweries think they can charge so damn much is beyond me. The Sam Adams was $11 for a 6-pack. Ridiculous."
778,Samuel Adams Octoberfest,3.65,
779,Samuel Adams Octoberfest,4.4,
780,Dead Guy Ale,3.79,"Pours a cloudy honey amber color with a decent head which dissipates quickly with almost no lacing. 
Aroma is malt and yeast. 
Taste is nice, definitely malt with some nice bitterness and spicy follow up. 
Feel is honey, with some carbonation and sharpness. 
Very nice. One of the few Maibocks I’ve had."
781,Dead Guy Ale,3.72,"Great maibock. Mild flavor but well balanced. I’d describe it as a malty, light IPA.

Gorgeous color!"
782,Dead Guy Ale,3.94,
783,Dead Guy Ale,4.53,
784,Dead Guy Ale,4.34,
785,Dead Guy Ale,3.93,
786,Dead Guy Ale,3.81,
787,Dead Guy Ale,3.94,
788,Dead Guy Ale,3.71,
789,Dead Guy Ale,3.4,"Pours a clear amber, brief 0.5"" head that rather quickly fizzles to a thin ring; no lacing. Nose smells sweet of caramel, honey, and yeast esters; as it warms, starts to resemble golden syrup with a little warming spice. Taste is very honey forward - reminds me most of those honey straws you bite the ends of and chew down. Spicy barley notes as well which give it some more savory notes that help prevent this from becoming too sweet. Light bitterness comes through long on the finish. Something about it reminds me of less sweet, more hop-forward and spicy barleywines. Mouthfeel is on the light side with crisp and slightly creamy carbonation."
790,Dead Guy Ale,3.85,
791,Dead Guy Ale,3.96,
792,Dead Guy Ale,3.5,"I drank it from a can poured into a goblet. Color is light amber. There is almost no smell. Malt dominates the taste as expected in a Maibock. The sweetness is appropriately balanced with hops - although I would prefer more. I would rate it higher, but I prefer a lighter bodied beer. Overall - it is a a very good beer and is deserving of this rating."
793,Dead Guy Ale,4.28,"Delicious. The flavors change as you drink it, with a slightly bitter finish. Great beer overall."
794,Dead Guy Ale,3.35,"From a 14 month old, 16 oz. can. 
A cloudy shade of apricot with a cherry tint. Minimal head which quickly disappears, no lacing. Taste is hard to quantify, not much of anything stepping up. Feel is medium cloying, zero carbonation. Overall, I don’t think this may be a fair evaluation, due to its age, and I got it off the shelf."
795,Dead Guy Ale,3.91,"12 ounce bottle poured into a dimpled mug.

L: Hazy medium amber, 2 finger manila colored head, foam is rocky and persistent.
S: Big malty bread aroma, orange tea, honey.
T: Malty and medium sweet to open, biscuit, orange herbal tea, bitter woody and light orange hops take over the back half, aftertaste is woody with some malt sweetness. 
F: Medium body, medium carbonation, soft and fairly clean feel.
O: Decent, love the malty opening but find the back half a bit sharp for my palate."
796,Dead Guy Ale,3.88,
797,Dead Guy Ale,3.85,
798,Dead Guy Ale,4.54,
799,Dead Guy Ale,3.71,
800,West Coast IPA,4.37,
801,West Coast IPA,5.15,
802,West Coast IPA,4.07,
803,West Coast IPA,4.29,"12 oz can enjoy by date 10/24/23 into a pint glass.
L: Pours deep amber honey color with a 3/4"" crusty, frothy off white head that has VG retention, very light carbo, some sticky lacing.
S: Caramel malts, berries, citrus, pineapple, mango, fairly floral.
T: Caramelized malts, citrus, ripe orange, grapefruit, berries, melon, black tea leaves, honey, a hint of bread, has a slightly resinous finish that retains a bit of sweetness.
F: Soft, smooth med-body with a slick & glassy middle and a mellow med-long finish that is lightly drying.
O: A lovely tasting beer with excellent balance. It has a light touch of honey throughout and has a very light resinous quality. Incredibly easy drinking for its ABV. It is outstanding in its style."
804,West Coast IPA,4.98,
805,West Coast IPA,4.27,Pours golden yellow with white foamy cap and light notes of pine and back notes of citrus grapefruit and floral. Really nice classic IPA.
806,West Coast IPA,4.17,"Look: Ruby-red and nearly clear with a bountiful off-white head that settles to a lid, leaving good lacing behind
Aroma: Grapefruit – both white and ruby-red, pine sap and needles, a little Cannabis, wafts of berries, and some sweet onion
Taste: Pine hits hard up front and develops as citrus and some berry notes follow closely behind and weave in nicely. Fruity and lightly skunky Cannabis notes appear as the pine/citrus subsides and onion stays in the background throughout. Closes with a bite along with more pine and grapefruit
Mouthfeel: Full, lightly slick, medium-high carbonation, and moderate dryness on the finish
Overall: This is delicious stuff. This beer got me into Simcoe hops 15 years ago and I used to drink it all the time until it ceased being bottled and distributed in the state. Glad to see it still gets tapped now and then and was a nice surprise birthday gift from my boss"
807,West Coast IPA,4.3,
808,West Coast IPA,3.93,From a can. Amber color with an inch of white foamy head. Earthy pine smell. Medium body with some stickiness. Earthy pine flavor with some grapefruit notes. Solid WCIPA.
809,West Coast IPA,4.26,
810,West Coast IPA,4.02,
811,West Coast IPA,3.97,
812,West Coast IPA,3.71,
813,West Coast IPA,3.5,
814,West Coast IPA,4.06,
815,West Coast IPA,4.02,"Only photos could describe the foamy white mess that rises above the top of a clear glass liter mug. It’s that pathetic. Really, no beer pour, especially an IPA should ever have this much stark white starchy foam pretending to be a head. This is the consequence of trying to fit two twelve ounce cans' contents into the vessel. With patience, the foam recedes and there becomes almost a true beer head. Obviously, there are concerns, as big white foamy and starchy heads often lead to taste and mouthfeel disappointments. The aroma is of OK piney hoppiness; but, so far, it's looks over aroma and looks have a big negative lead. The color isn't the problem. It's a rich and bright dark amber that's close to being translucent. Actually, it's a pretty good looking brew once the head recedes. Much as expected, this is a nicely West Coast hopped rendition, without much of a malt inclusion to carry it via its body, nor to give it a counterbalance so necessary for a great IPA. The ratings here may be inconsistent, but that sums up the brew. There's good color, but bad lacing. There's a nice sharp piney hop bite, but no malt balance, nor backbone. This isn't bad and the tastes of those that want hoppiness, even at the expense of a malty presence, will like this. To taste, it's a nicely dry hopped ale. To anyone that loves a traditional IPA, the lack of barley malt in the mix will spoil this."
816,West Coast IPA,4.18,"Slightly hazy, rich amber appearance with a generous, fine bubbled head that left rings of good lacing. Big time piney, resinous hop aroma, some citrus, with an initial hit of sweetness that fades after a few moments. Medium bodied with just the right amount of carbonation. The profuse amount of hops engage the palate from the start well into the lingering, long lasting finish"
817,West Coast IPA,4.3,"From a 12oz can dated 12/13/21 into a pint glass.

Pours a translucent brownish orange with about a half finger of with head (gentle pour). Ok retention and lacing.

Smells of fresh cut grass and pint. Also got a hint of marijuana.

Piney, resiny, bitter taste. 95 IBUs in their glory-Right in the wheelhouse for a WCIPA. Some malts in there as well-bit of caramel. 

Very sticky mouthfeel-full bodied. Strong bitter aftertaste. Medium carbonation.

This is a WCIPA. Hit the mark squarely. And stinking enjoyable too."
818,West Coast IPA,3.5,
819,West Coast IPA,4.26,
820,Imperial Stout,4.79,
821,Imperial Stout,4.5,
822,Imperial Stout,4.52,
823,Imperial Stout,4.56,
